No,英語,日本語,単元
189,shore,岸
190,bay,入江
191,Mediterranean,地中海の
192,discover,を発見する
193,shell,(貝)殻
194,unlike,と異なって
195,contact,接触
196,let,Aが...するのを許す
197,smell,のにおいをかぐ
198,ocean,大洋
199,Atlantic,大西洋の
200,Pacific,太平洋の
201,island,島
202,reef,岩礁
203,effective,効果的な
204,efficient,効率的な
205,mask,を隠す
206,feeling,感情
207,claim,を主張する
208,'false,うその
209,fake,偽物(の)
210,muscle,筋肉
211,surround,を囲む
212,cheek,ほお
213,pull,引く
214,lip,唇
215,cosmetic,化粧(用)の
216,upward,上に向かって
217,forward,前に
218,perhaps,ひょっとすると
219,less,より少なく[い]
220,least,最小[少](の)
221,temperature,温度
222,seem,思われる
223,describe,を言い表す
224,respond,反応する
225,correspond,文通する
226,greet,にあいさつをする
227,bow,おじぎ(する)
228,simple,単純な
229,complicated,複雑な
230,complex,複雑な
231,nerve,神経
232,neuron,神経単位
233,react,反応する
234,chemical,化学物質[製品]
235,rise,上昇
236,climb,登る(こと)
237,soar,急上昇する
238,expression,表現
239,facial,顔の
240,therefore,したがって
241,safety,安全(性)
242,security,安全
243,danger,危険
244,endangered,絶滅の危機に瀕した
245,threat,脅威
246,lock,錠(をかける)
247,police,警察
248,farming,農業
249,peasant,小作農
250,soil,土(壌)
251,probably,おそらく
252,style,形式
253,protect,を保護する
254,defend,守る
255,prevent,を防ぐ
256,agricultural,農業の
257,license,を許可する
258,pass,合格する
259,quantity,量
260,cost,犠牲
261,charge,料金
262,pollution,汚染
263,agree,...であることに同意する
264,approve,賛成[同意]する
265,nod,うなずく
266,price,値段
267,fee,料金
268,fare,運賃
269,bill,請求書
270,tax,税(金)
271,budget,予算
272,pay,を支払う
273,salary,給料
274,wage,賃金
275,owe,に借金がある
276,debt,借金(状態)
277,loan,借金
278,due,払われるべき
279,mathematics,数学
280,statistics,統計(学)
281,rapidly,急激に
282,slow,遅い
283,Europe,ヨーロッパ
284,north,北(部)(の)
285,south,南(部)(の)
286,industrial,産業の
287,factory,工場
288,lazy,怠け者の
289,revolution,革命
290,pioneer,開拓者
291,growth,発展
292,century,世紀
293,mostly,主に
294,astronomy,天文学
295,satellite,(人工)衛星
296,launch,を打ち上げる
297,concept,概念
298,notion,考え
299,equation,方程式
300,equivalent,同等の
301,method,方法
302,manner,方法
303,medium,手段
304,unfortunately,残念なことに
305,miserable,惨めな
306,critical,批判的な
307,attitude,態度
308,turn,変わる[える]
309,bend,曲がる
310,curve,曲線(を描く)
311,switch,変える
312,basic,基礎の
313,part,部分
314,department,部門
315,arrival,到着
316,content,中身
317,cell,細胞
318,tissue,組織
319,human,人間の
320,humor,ユーモア
321,mankind,人類
322,fisherman,漁師
323,glass,ガラス
324,grass,(牧)草
325,tube,管
326,end,端
327,edge,端
328,tip,先(端)
329,toward,の方へ
330,alongside,のそば[横]に(沿って)
331,researcher,研究者
332,scholar,学者
333,variation,変異
334,diverse,さまざまな
335,particular,特定の
336,suggest,を示す
337,hint,それとなく言う
338,advise,に忠告[助言]する
339,pupil,瞳
340,tongue,舌
341,chest,胸
342,lung,肺
343,stomach,胃
344,palm,手のひら
345,thumb,親指
346,knee,ひざ
347,expert,専門家
348,ratio,割合
349,proportion,割合
350,completely,完全に
351,total,まったくの
352,utter,まったくの
353,immune,免疫の[がある]
354,virus,ウイルス
355,infect,に感染[伝染]する
356,rest,残り
357,refresh,を元気づける
358,entirely,まったく
359,absolutely,まったく
360,slight,わずかな
361,subtle,微妙な
362,enormous,莫大な
363,tremendous,ものすごい
364,college,(単科)大学
365,length,長さ
366,span,長さ
367,meanwhile,一方では
368,monitor,(監視)モニター
369,exactly,ちょうど
370,originally,元来は
371,ancestor,先祖
372,consider,AをBとみなす
373,frequently,頻繁に
374,certain,ある特定の～
375,ensure,を確実にする
376,assure,(人)に保証する
377,reassure,を安心させる
378,guarantee,を保証する
379,region,地域
380,geographical,地理的な
381,list,リスト[一覧表]
382,verb,動詞
383,oral,口頭での
384,linguistic,言語(学)の
385,form,形(態)
386,casual,何気ない
387,compound,複合の
388,huge,膨大な
389,giant,巨大な
390,massive,巨大な
391,technical,専門の
392,scientific,科学の
393,term,(専門)用語
394,semester,学期
395,finally,とうとう
396,ultimate,究極の
397,initial,初めの
398,add,を加える
399,extra,追加の
400,spare,余分の
401,create,を創造する
402,constantly,絶えず
403,nature,性質
404,innate,先天的な
405,rainforest,(熱帯)雨林
406,frustrate,をいらいらさせる
407,offer,を提供する
408,superstition,迷信
409,religion,信仰
410,heaven,天国
411,ethnic,民族の
412,folk,民族の
413,tribe,種族
414,ceremony,(儀)式
415,funeral,葬式
416,belief,信仰
417,optimism,楽観主義
418,medieval,中世の
419,pure,純粋な
420,refine,を洗練する
421,spirit,霊
422,soul,魂
423,ghost,幽霊
424,celebration,祝賀(会)
425,fortune,運
426,destiny,運命
427,luck,(幸)運
428,married,結婚している
429,marriage,結婚
430,ring,(指)輪
431,wish,願う
432,pray,祈る
433,fertility,多産
434,prosperity,繁栄
435,flourish,栄える
436,ritual,(宗教的)儀式
437,reflect,反映する
438,mirror,鏡
439,contemporary,現代の
440,incorporate,を取り[組み]入れる
441,combine,を組み合わせる
442,integrate,を統合する
443,value,価値観
444,evaluate,を評価する
445,treasure,を大事にする
446,worth,価値
447,deserve,に値する
448,realize,を悟る
449,perceive,を理解[知覚]する
450,relieve,を取り除く
451,skill,技能
452,jump,跳ぶ
453,leap,跳ぶ
454,bound,跳ぶように走る
455,barrier,障害(物)
456,obstacle,障害(物)
457,block,障害物
458,hurt,にけがをさせる
459,offend,の気分を害する
460,damage,に損害を与える
461,wound,を傷つける
462,insult,を侮辱する
463,social,社会の
464,interaction,(人との)交流
465,bite,かむ(こと)
466,angry,怒って
467,mad,怒っている
468,annoy,をいらいらさせる
469,irritate,をいらいらさせる
470,order,命令
471,mess,散らかっている状態
472,present,現在の
473,absent,欠席して
474,space,空間
475,release,を放つ
476,energy,エネルギー
477,solar,太陽の
478,nuclear,原子力の
479,radiation,放射(線)
480,mental,精神的な
481,yell,大声で叫ぶ
482,necessary,必要な
483,doubtful,疑わしい
484,whether,(...する)かどうか
485,concern,を心配させる
486,sympathy,思いやり
487,increasingly,ますます
488,decrease,減少する
489,competitive,競争の
490,generally,一般的に
491,tend,(...する)傾向がある
492,activity,活動
493,passive,受動的な
494,adult,大人
495,childhood,子供時代
496,infant,(乳)幼児
497,mature,成熟[長]した
498,parental,親の
499,harmony,調和
500,friendship,友人関係
501,tune,調和
502,rhythm,リズム
503,suitable,適切な
504,decent,きちんとした
505,purpose,目的
506,aim,目的
507,destination,目的地
508,goal,目標
509,mission,(特別)任務
510,proper,適切な
511,estate,財産
512,environment,(自然)環境
513,circumstance,状況
514,ecological,生態学の
515,ecosystem,生態系
516,debate,論争
517,dispute,討論
518,controversy,論争
519,invent,を発明する
520,similar,似通った
521,alike,同様の[に]
522,parallel,類似の
523,resemble,に似ている
524,stuff,を詰め込む
525,staff,職員
526,version,～版
527,set,を設定する
528,involve,を含む
529,belong,所属している
530,hit,たたく
531,beat,たたく
532,knock,(戸を)たたく
533,tap,軽くたたく(音)
534,leather,革製の
535,fur,毛
536,feather,羽
537,honor,名誉
538,international,国際的な
539,emperor,皇帝
540,empire,帝国
541,kingdom,王国
542,royal,国王の
543,spread,を広げる
544,expand,を拡大する
545,scatter,をまき散らす
546,prevail,普及する
547,accumulate,蓄積する
548,dense,密集した
549,popularity,人気
550,possible,あり得る
551,prospect,見込み
552,British,イギリス人
553,violent,暴力的な
554,fierce,激しい
555,peaceful,平和(的)な
556,injury,負傷
557,scratch,ひっかき傷
558,strain,を痛める
559,death,死(亡)
560,alive,生きて
561,vivid,生き生きした
562,fatal,致命的な
563,series,連続
564,sequence,連続
565,string,ひと続き
566,chain,連鎖
567,row,(横の)列
568,rule,規則
569,principle,原理
570,dominate,支配する
571,university,(総合)大学
572,campus,構内
573,forbid,を禁じる
574,develop,発達する
575,exploit,を開発する
576,Dutch,オランダ人[語]
577,Egypt,エジプト
578,Greece,ギリシャ
579,Ireland,アイルランド
580,Latin,ラテン語
581,Mexico,メキシコ
582,Russian,ロシア人[語]
583,extremely,非常に
584,excessive,過度の
585,declare,を明言する
586,announce,を発表する
587,planet,地球
588,bat,コウモリ
589,bee,ハチ
590,insect,昆虫
591,ant,アリ
592,mosquito,蚊
593,ceiling,天井
594,roof,屋根
595,seed,種
596,flight,飛行
597,aircraft,航空機
598,airline,定期航空路
599,laboratory,研究室
600,institute,(工科)大学
601,facility,施設
602,spot,点
603,location,場所
604,site,敷地
605,precisely,正確に
606,neat,的確な
607,tidy,整然とした
608,military,軍隊[軍人]の
609,device,装置
610,earthquake,地震
611,shake,揺れる
612,zone,区域
613,mine,鉱山
614,crystal,結晶(の)
615,volcano,火山
616,weapon,武器
617,gun,拳銃
618,bomb,爆弾
619,terrorism,テロ(リズム)
620,manipulate,を操る
621,field,場
622,sphere,領域
623,ground,地面
624,underground,地下の[に;で]
625,frame,枠
626,structure,構造
627,trigger,を誘発する
628,function,機能する
629,dozen,ダース[12個](の)
630,load,を装着する
631,pile,積み重ねる[なる]
632,burden,重荷
633,permit,を可能にする
634,excellent,非常に優れた
635,prominent,卓越した
636,noble,気高い
637,lord,貴族
638,detect,を検出する
639,trace,(形)跡
640,wind,風
641,top,頂上
642,bottom,底
643,system,体系
644,democracy,民主主義(国)
645,devote,を充てる
646,loyalty,忠誠
647,contribute,貢献する
648,image,画像
649,fancy,空想
650,photo,写真
651,statue,像
652,data,情報
653,boil,を煮る
654,burn,焼く[焼ける]
655,command,命令
656,blame,を非難する
657,accuse,を訴える
658,condemn,を責める
659,forgive,を許す
660,apologize,謝る
661,so-called,いわゆる
662,hypothesis,仮説
663,premise,前提
664,assume,と思い込む[仮定する]
665,risk,危険(性)
666,dare,あえて[大胆にも]...する
667,nowadays,この頃
668,bathe,入浴する[させる]
669,sink,沈む
670,float,浮く
671,drift,漂う
672,dust,ほこり
673,substance,物質
674,trend,傾向
675,encounter,に(偶然)出くわす
676,resistant,耐性のある
677,share,を共有する
678,wide,広い
679,widespread,広範囲にわたる
680,narrow,狭い
681,range,範囲
682,realm,領域
683,territory,領土
684,district,地域
685,prefecture,都
686,province,州
687,income,収入
688,level,水準
689,horizon,地[水]平線
690,education,教育
691,thus,このように(して)
692,hence,したがって
693,victim,被害者
694,sacrifice,犠牲(的行為)
695,prey,獲物
696,satisfy,を満たす
697,requirement,必要条件
698,enjoyment,楽しみ
699,joy,喜び
700,pleasure,楽しみ
701,delight,大きな喜び
702,pleasant,楽しい
703,latest,最新[最近]の
704,advance,進歩
705,proceed,進む
706,sophisticated,洗練された
707,retreat,後退
708,publish,を発表する
709,journal,(定期刊行)雑誌
710,translation,翻訳(書)
711,accuracy,正確さ
712,random,無作為の
713,keen,熱心な
714,crazy,夢中である
715,nation,国家
716,citizen,市民
717,political,政治(上)の
718,mayor,市長
719,current,現在の
720,affair,問題
721,deliver,を伝える
722,distribute,を分配する
723,post,を投函する
724,address,住所
725,literature,文学
726,literal,文字通りの
727,literacy,読み書きの能力
728,imply,を意味[暗示]する
729,metaphor,隠喩
730,enter,に入る
731,inevitably,必然的に
732,intellectual,知的な
733,brilliant,優れた
734,urge,欲望
735,impulse,衝動
736,drive,を駆り立てる
737,mention,について言う[書く]
738,refer,言及する
739,comment,論評する
740,remark,感想
741,pronounce,を発音する
742,accent,なまり
743,dialect,方言
744,repeat,繰り返す
745,grammar,文法
746,vocabulary,語彙
747,talent,才能(ある人々)
748,genius,天才
749,gift,才能
750,faculty,能力
751,eager,熱心な
752,curiosity,好奇心
753,imitate,をまねる
754,memory,記憶(力)
755,monument,記念碑
756,respect,を尊敬する
757,admire,を賞賛する
758,praise,を賞賛する
759,discuss,について話し合う
760,conversation,会話
761,panel,出演者
762,studio,スタジオ
763,settle,落ち着く
764,animation,アニメ(製作)
765,refuse,を拒絶する
766,beast,獣
767,beauty,美人
768,invite,を招待する
769,crowd,群衆
770,burst,破裂[突発](する)
771,explode,爆発する
772,crack,割れる[割る]
773,shout,大声で言う
774,exclaim,(突然)叫ぶ
775,whisper,ささやく
776,replace,に取って代わる
777,alter,を変える
778,substitute,を代わりに使う
779,force,Aに無理やり...させる
780,compel,Aに...することを強いる
781,impose,を課す
782,bully,をいじめる
783,army,軍隊
784,marine,海軍(の)
785,soldier,(陸軍の)軍人
786,draw,絵[線]を描く
787,portray,を描く
788,drag,(重い物)を引きずる
789,recent,最近の
790,interview,インタビュー(する)
791,recall,を思い出す
792,demand,を要求する
793,hesitate,ためらう
794,pause,ちょっと止める
795,dislike,を嫌う
796,hate,を憎む
797,concentrate,専念[集中]する
798,meditation,瞑想
799,abandon,を(見)捨てる
800,desert,を(見)捨てる
801,quit,をやめる
802,tradition,伝統
803,convention,慣習
804,heritage,伝統
805,legend,伝説
806,rival,競争相手
807,short,不足の
808,shrink,縮む
809,famine,不足
810,classic,傑作
811,classify,を分類する
812,rank,を位置づける
813,status,地位
814,ladder,はしご
815,decision,決定
816,resolve,決心する
817,film,映画
818,return,を戻す
819,glory,栄光
820,pride,誇り
821,shame,恥
822,pity,哀れみ
823,success,成功
824,triumph,勝利
825,feed,を養う
826,theme,主題
827,division,部門
828,category,範疇
829,section,部分
830,restore,を回復させる
831,profit,利益
832,invest,投資する
833,essential,不可欠の
834,crucial,決定的な
835,indispensable,不可欠な
836,reputation,名声
837,fame,名声
838,although,...だが
839,appear,...と思われる
840,perform,(仕事など)を行う
841,behavior,行動
842,lie,横たわっている
843,lay,を置く
844,ray,光線
845,exhaust,を疲れ果てさせる
846,capture,(人・動物)を捕らえる
847,grab,をつかむ
848,seize,をつかむ
849,arrest,を逮捕する
850,cage,かご
851,plate,皿
852,recipe,調理法
853,dish,皿
854,handle,取っ手
855,furthermore,さらに
856,moreover,さらに
857,besides,さらに
858,tail,しっぽ
859,tale,話
860,eventually,結局
861,intimate,親しい
862,channel,経路
863,tide,潮(の干満)
864,trap,を閉じこめる
865,beneath,の下に
866,beyond,を越えて
867,onto,の上へ
868,above,上(方)に
869,construction,建設
870,architecture,建築(学)
871,consist,成る
872,composition,構成
873,collapse,崩壊(する)
874,throughout,通して
875,rescue,救助
876,save,を救う
877,remove,を取り除く
878,eliminate,を取り除く
879,exclude,を除外する
880,withdraw,を引っ込める
881,ton,トン
882,twist,をより合わせる
883,steel,鋼鉄
884,crush,を押しつぶす
885,defeat,失敗(させる)
886,overcome,を克服する
887,conquer,を征服する
888,overwhelm,を圧倒する
889,yield,屈する
890,surrender,降伏する
891,crash,衝突する
892,stranger,知らない人
893,neighbor,近所の人
894,unknown,未知の(人；もの)
895,sex,性(別)
896,gender,性(差)
897,surgery,手術
898,lower,を下げる
899,upper,上部の
900,suspect,だと思う
901,hide,を隠す
902,bury,を埋める
903,remind,(人)に思い出させる
904,request,依頼
905,appeal,懇願する
906,own,自分自身の
907,possess,を所有している
908,comfort,快適さ
909,harsh,厳しい
910,relax,をくつろがせる
911,calm,落ち着いた
912,breathe,呼吸する
913,blow,息を吐く
914,sigh,ため息(をつく)
915,yawn,あくび(をする)
916,tense,緊張した
917,elevator,エレベーター
918,shoulder,肩
919,accept,を受け入れる
920,obey,に従う
921,close,接近した
922,nearby,近くの
923,complaint,不平
924,nowhere,どこにも...ない
925,somewhere,どこかで[へ]
926,elsewhere,どこか他のところに
927,somehow,なんとかして
928,anyway,とにかく
929,anymore,もはや
930,jam,を詰め込む
931,cram,をぎっしり詰める
932,subway,地下鉄
933,anthropologist,人類学者
934,pack,を詰める
935,wrap,を包む
936,fold,を包む
937,public,公共の
938,avoid,を避ける
939,escape,逃げる
940,except,を除いて(は)
941,pursuit,仕事
942,chase,追跡(する)
943,entertainment,娯楽
944,amusement,娯楽
945,attraction,魅力
946,charm,魅力
947,bore,を退屈させる
948,dull,退屈な
949,compare,匹敵する
950,sufficient,十分な
951,adequate,十分な
952,modest,控えめな
953,subject,主題
954,text,本文
955,manuscript,原稿
956,source,情報源
957,resource,資源
958,capital,資本(金)
959,sheet,１枚の紙
960,means,手段
961,via,を経由して
962,convey,を伝える
963,transmit,を送る
964,shift,を変える
965,transition,移り変わり
966,novel,小説
967,poem,(１遍の)詩
968,poet,詩人
969,plot,(物語などの)筋
970,hero,英雄
971,bible,聖書
972,incredible,素晴らしい
973,grant,を認める
974,admit,認める
975,undergo,を経験する
976,evolution,進化(論)
977,craft,技術
978,print,を印刷する
979,available,手に入る
980,author,著者
981,authority,権威
982,council,議会
983,obtain,を入手する
984,acquire,を手に入れる
985,earn,を得る
986,tool,道具
987,implement,道具
988,instrument,器具
989,permanent,永久の
990,temporary,一時的な
991,leisure,暇
992,recreation,レクリエーション
993,electric,電気の
994,battery,電池
995,wire,針金
996,apart,離れて
997,flat,平らな
998,aside,わきに
999,major,重大な
1000,chief,主要な
1001,primary,主要な
1002,principal,主要な
1003,shock,衝撃
1004,thrill,ぞくぞくする[させる]
1005,divorce,離婚
1006,weak,弱い
1007,minor,それほど重要でない
1008,illness,病気
1009,symptom,徴候
1010,indeed,実際は
1011,emphasize,を強調する
1012,exaggerate,を誇張する
1013,associate,を結び付ける
1014,upset,をあわてさせる
1015,spill,をこぼす
1016,investigate,を調査する
1017,inquire,(事を)尋ねる
1018,painful,つらい
1019,sorrow,(深い)悲しみ
1020,personally,個人的に
1021,private,個人の
1022,secret,秘密
1023,disturb,を不安にする
1024,distress,苦悩
1025,interfere,妨げとなる
1026,interrupt,さえぎる
1027,topic,話題
1028,period,期間
1029,cycle,周期
1030,spell,(語)をつづる
1031,afterward(s),後で
1032,choose,選ぶ
1033,select,を選ぶ
1034,appoint,を指名する
1035,reveal,を明らかにする
1036,confess,白状する
1037,conceal,を隠す
1038,inner,内部の
1039,outer,外側の
1040,external,外(側)の
1041,interior,内部の
1042,internal,内部の
1043,everyday,日常の
1044,exercise,課題
1045,movement,運動(団体)
1046,mobile,動きやすい
1047,highly,非常に
1048,depth,深さ
1049,include,を含む
1050,embrace,を含む
1051,lonely,孤独の
1052,immediately,即座に
1053,sample,サンプル
1054,evidence,形跡
1055,clue,手がかり
1056,witness,目撃者
1057,improve,を改良する[させる]
1058,progress,前進する
1059,reform,を改善[改革]する
1060,resistance,抵抗(力)
1061,fight,戦う
1062,battle,戦う
1063,conflict,対立する
1064,sensitivity,感じやすさ
1065,delicate,繊細な
1066,invade,に侵入する
1067,continue,続く
1068,individual,個人
1069,propose,を提案する
1070,project,を計画する
1071,introduce,を導入する
1072,failure,失敗
1073,regret,後悔(する)
1074,silence,沈黙
1075,interest,利益
1076,aggressive,攻撃的な
1077,attack,攻撃
1078,hostile,敵意[反感]を持った
1079,kick,蹴る(こと)
1080,clothes,衣服
1081,laundry,洗濯(物)
1082,needle,針
1083,reduction,減少
1084,diminish,減少する(させる)
1085,discount,割引(率)
1086,helpful,親切な
1087,useless,役に立たない
1088,selfish,利己的な
1089,youth,若者
1090,expose,をさらす
1091,shelter,を保護する
1092,male,男性(の)
1093,prefer,を好む
1094,shoot,撃つ
1095,adventure,冒険
1096,venture,冒険(的事業)
1097,expedition,遠征
1098,strategy,戦略
1099,survey,調査
1100,profile,の概略を示す
1101,board,板
1102,sail,航行する
1103,electronic,電子(工学)の
1104,automatic,自動の
1105,digital,デジタル(式)の
1106,opportunity,機会
1107,occasion,機会
1108,chance,機会
1109,career,職業
1110,sale,販売
1111,retail,小売り
1112,note,に言及する
1113,cash,現金
1114,purse,財布
1115,wallet,札入れ
1116,communication,伝達
1117,chat,おしゃべり
1118,cooperation,協力
1119,joint,共同の
1120,rather,むしろ
1121,billion,10億
1122,indication,兆候
1123,engage,を引きつける
1124,contract,を契約する
1125,promise,約束する
1126,frontier,未開拓分野
1127,border,境界
1128,boundary,境界(線)
1129,transfer,を移動させる
1130,transplant,を移動させる
1131,fascinate,を魅了する
1132,innovative,革新的な
1133,conclude,と結論づける
1134,deliberately,故意に
1135,aspect,側面
1136,phase,側面
1137,dimension,局面
1138,truth,真実
1139,genuine,本物の
1140,fiction,作り話
1141,myth,作り話
1142,deceive,をだます
1143,cheat,をだます
1144,pretend,ふりをする
1145,intend,...するつもりだ
1146,information,情報
1147,warning,警告
1148,impression,印象
1149,acquaintance,知人
1150,dollar,ドル
1151,fantastic,すてきな
1152,illusion,幻想
1153,fairy,妖精
1154,lovely,すてきな
1155,grand,壮大な
1156,ugly,醜い
1157,awful,恐ろしい
1158,terrible,ひどい
1159,badly,まずく
1160,store,店
1161,grocery,日用雑貨
1162,purchase,を買う
1163,lend,を貸す
1164,rent,を賃貸[借]する
1165,specific,特定の
1166,clearly,明かに
1167,obviously,明らかに
1168,plain,明白な
1169,vague,あいまいな
1170,likely,ありそうな
1171,candidate,候補(者)
1172,campaign,運動
1173,trick,をだます
1174,vote,投票(する)
1175,govern,を統治する
1176,administration,政権
1177,minister,大臣
1178,priest,聖職者
1179,gain,を手に入れる
1180,office,地位
1181,workplace,仕事場
1182,workforce,総労働人口
1183,branch,支店
1184,clerk,事務員
1185,election,選挙
1186,race,競争
1187,rush,急いで行く
1188,athlete,運動選手
1189,subsequent,続いて起こる
1190,advertising,宣伝[広告]
1191,commercial,コマーシャル
1192,honest,正直な
1193,frank,率直な
1194,ironic,皮肉な
1195,paradox,矛盾
1196,illegal,違法の
1197,law,法(律)
1198,code,規定
1199,service,サービス
1200,consequently,その結果
1201,recommend,を推薦する
1202,counsel,に助言する
1203,cure,を治療する
1204,therapy,治療
1205,corporation,株式会社
1206,approach,取り組み(方)
1207,positive,よい
1208,negative,悪い
1209,quick,素早い
1210,willing,...する気がある
1211,reluctant,気の進まない
1212,responsibility,責任
1213,undertake,を引き受ける
1214,commit,関わる
1215,crime,犯罪
1216,guilty,罪悪感を覚える
1217,innocent,無罪の
1218,position,立場
1219,pose,をもたらす
1220,opinion,意見
1221,difficulty,困難(さ)
1222,ease,容易さ
1223,flexible,柔軟な
1224,rigid,堅い
1225,view,見解
1226,perspective,観点
1227,landscape,風景(画)
1228,scene,光景
1229,arise,起きる
1230,derive,由来する
1231,stem,生じる
1232,lead,通じる
1233,guide,案内する
1234,delay,遅延
1235,postpone,を延期する
1236,prolong,を延長する
1237,highlight,を強調する
1238,shadow,影
1239,shade,(物)陰
1240,clever,利口な
1241,decade,10年間
1242,millennium,千年(祭)
1243,railroad,鉄道(線路)
1244,railway,鉄道
1245,vital,不可欠な
1246,center,中心
1247,core,中心
1248,reverse,を逆にする
1249,automobile,自動車
1250,wheel,ハンドル
1251,countryside,地方
1252,rural,田舎の
1253,urban,都市[会]の
1254,downtown,町の中心街
1255,suburb,郊外
1256,largely,ほとんど
1257,mainly,主として
1258,sweep,一掃(する)
1259,miss,を逃がす
1260,loss,紛失
1261,remain,依然...のままである
1262,stick,固執する
1263,archaeologist,考古学者
1264,desire,欲望
1265,ambition,熱望
1266,appetite,欲求
1267,hunger,渇望
1268,employment,雇用
1269,employee,従業員
1270,hire,を雇う
1271,dismiss,を解雇する
1272,retire,退職[引退]する
1273,able,...することができる
1274,capable,...できる
1275,disability,障がい
1276,deaf,耳が聞こえない
1277,enable,...できるようにする
1278,fulfill,(要求など)を満たす
1279,economic,経済(学)の
1280,financial,財政の
1281,bank,銀行
1282,luxury,ぜいたく(品)
1283,commodity,日用品
1284,goods,商品
1285,appreciate,の真価を認める
1286,regular,定期的な
1287,customer,顧客
1288,accustomed,慣れている
1289,hospitality,もてなし
1290,warmth,温かさ
1291,deny,を否定する
1292,contradiction,否定
1293,stare,じっと見る(こと)
1294,gaze,見つめる(こと)
1295,glance,ちらりと見る(こと)
1296,proof,証拠
1297,whole,全体の
1298,check,クローク[預かり所]
1299,instinct,本能
1300,follow,に従う
1301,precede,より先に起こる
1302,display,を表す
1303,exhibit,を展示する
1304,gallery,画廊
1305,appropriate,適切な
1306,judge,を判断する
1307,ridiculous,ばかげた
1308,absurd,ばかげた
1309,silly,愚かな
